name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Zangoose,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,115,5120,70,458,90,Cat Ferret Pokémon,60,600000,1.3,73,Zangooseザングース,50.0,335,60,60,90,normal,,40.3,3,0,,"It has feuded with Seviper for many generations. Its sharp claws are its biggest weapons. Its fur would all stand on end if it smelled a Seviper nearby. Its sharp claws tear up its foes. Memories of battling its archrival Seviper are etched into every cell of Zangoose’s body. This Pokémon adroitly dodges attacks with incredible agility. Zangoose usually stays on all fours, but when angered, it gets up on its hind legs and extends its claws. This Pokémon shares a bitter rivalry with Seviper that dates back over generations."
Seviper,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,100,5120,70,458,90,Fang Snake Pokémon,60,1640000,2.7,73,Habunakeハブネーク,50.0,336,100,60,65,poison,,52.5,3,0,,"In battle, it uses its bladed tail to counter any Zangoose. It secretes a deadly venom in its tail. Constant polishing makes the edge of the blade on its tail extremely sharp. It’s Zangoose’s archrival. Seviper shares a generations-long feud with Zangoose. The scars on its body are evidence of vicious battles. This Pokémon attacks using its sword-edged tail. Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose."
Lunatone,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,55,6400,70,460,45,Meteorite Pokémon,65,800000,1.0,90,Lunatoneルナトーン,,337,95,85,70,rock,psychic,168.0,3,0,,"Lunatone was discovered at a location where a meteoroid fell. As a result, some people theorize that this Pokémon came from space. However, no one has been able to prove this theory so far. Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear. The phase of the moon apparently has some effect on its power. It’s active on the night of a full moon. It was discovered at the site of a meteor strike 40 years ago. Its stare can lull its foes to sleep."
Solrock,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,,338,55,65,70,rock,psychic,154.0,3,0,,"Solrock is a new species of Pokémon that is said to have fallen from space. It floats in air and moves silently. In battle, this Pokémon releases intensely bright light. Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body. When it rotates itself, it gives off light similar to the sun, thus blinding its foes. Solar energy is the source of its power, so it is strong during the daytime. When it spins, its body shines."
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,48,5120,70,288,190,Whiskers Pokémon,43,1000000,0.4,50,Dojoachドジョッチ,50.0,339,46,41,60,water,ground,1.9,3,0,,"Its entire body is gooey. When pecked at by bird Pokémon, it slips and slides its way to freedom. Its whiskers are filled with nerves. They can sense smells and flavors just as a person’s nose or tongue would. Its slimy body is hard to grasp. In one region, it is said to have been born from hardened mud. It probes muddy riverbeds with its two long whiskers. A slimy film protects its body."
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,78,5120,70,468,75,Whiskers Pokémon,73,1000000,0.9,110,Namazunナマズン,50.0,340,76,71,60,water,ground,23.6,3,0,,"Whiscash shakes the ground at high intensities to intimidate its opponents. It swallows its prey whole—along with mud from the swamp floor. Its vision is not that good. It senses vibrations in the water with its whiskers to determine the location of its prey. It makes its nest at the bottom of swamps. It will eat anything—if it is alive, Whiscash will eat it. It claims a large swamp to itself. If a foe comes near it, it sets off tremors by thrashing around."
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,3840,70,308,205,Ruffian Pokémon,65,1640000,0.6,43,Heiganiヘイガニ,50.0,341,50,35,35,water,,11.5,3,0,,"Individuals that have been set free by Trainers who could no longer raise them have become common, and they can now be found in Alola. It can adapt very well to its environment. Feebas and Corphish are about the only Pokémon to live in stagnant ditches. No matter how dirty the water in the river, it will adapt and thrive. It has a strong will to survive. It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river."
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,50.0,342,90,55,55,water,dark,32.8,3,0,,"Its temperament is rough and it loves to fight, but as soon as its pincers break off, it turns cowardly. It stays timid until they grow back. Its pincers often fall off. Unlike with Crabrawler or Clauncher, the meat in its claws is utterly nasty and stinking. A rough customer that wildly flails its giant claws. It is said to be extremely hard to raise. A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest."
Baltoy,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,40,5120,70,300,255,Clay Doll Pokémon,55,1000000,0.5,40,Yajilonヤジロン,,343,40,70,55,ground,psychic,21.5,3,0,,"Depictions of Pokémon similar to Baltoy have been found on the walls of caves where primitive humans lived. When they find others of their kind, they cry out loudly and gather together. Large numbers of them can be found in old graveyards. It moves while spinning around on its single foot. Some Baltoy have been seen spinning on their heads. It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep."
Claydol,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,,344,70,120,75,ground,psychic,108.0,3,0,,"If it gets wet, its body melts. When rain starts to fall, it wraps its whole body up with its psychic powers to protect itself. The ancient people who made it apparently modeled it after something that descended from the sky. It fires beams from both arms. This mysterious Pokémon started life as an ancient clay figurine made over 20,000 years ago. It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move."
Lileep,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,41,7680,70,355,45,Sea Lily Pokémon,77,600000,1.0,66,Lilylaリリーラ,88.1,345,61,87,23,rock,grass,23.8,3,0,,"In ancient times, it lived in warm seas. It disguised itself as seaweed to ambush its prey and devoured them whole when they got close. It sticks to rocks with its powerful suckers and can’t be washed away no matter how rough the surf gets. This Pokémon was restored from a fossil. Lileep once lived in warm seas that existed approximately 100,000,000 years ago. Lileep clings to rocks on the seabed. When prey comes close, this Pokémon entangles it with petallike tentacles."
Cradily,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,88.1,346,81,107,43,rock,grass,60.4,3,0,,"Normally, it lived on shallow sea shoals. When the tide went out, this Pokémon came up on land to search for prey. This carnivorous Pokémon lived in primordial seas. It catches prey in its eight tentacles and dissolves them with digestive fluid as it eats. It has short legs and can’t walk very fast, but its neck and tentacles can extend to over three times their usual length to nab distant prey. Once Cradily catches prey in its tentacles, it digests them whole and absorbs their nutrients."
Anorith,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,95,7680,70,355,45,Old Shrimp Pokémon,50,600000,0.7,45,Anopthアノプス,88.1,347,40,50,75,rock,bug,12.5,3,0,,"When restored Anorith are released into the ocean, they don’t thrive, because the water composition has changed since their era. This is one kind of primeval bug Pokémon. With eight wings, it could apparently swim a lot faster than you’d expect. This Pokémon was restored from a fossil. Anorith lived in the ocean about 100,000,000 years ago, hunting with its pair of claws. Anorith can swim swiftly by pulling its eight wings through the water like oars on a boat. This Pokémon is an ancestor of modern bug Pokémon."
Armaldo,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,88.1,348,70,80,45,rock,bug,68.2,3,0,,"It lived on land and went out into the sea to hunt for prey. Its sharp claws were its greatest weapon. Armaldo adapted from living in water to living on land. It has been determined that it is the ancestor of some bug Pokémon. After evolution, this Pokémon emerged onto land. Its lower body has become stronger, and blows from its tail are devastating. Though it lives on land, it’s also a good swimmer. It dives into the ocean in search of prey, using its sharp claws to take down its quarry."
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,15,5120,70,200,255,Fish Pokémon,20,600000,0.6,20,Hinbassヒンバス,50.0,349,10,55,80,water,,7.4,3,0,,"They look ragged, so no one catches them. They look like they’d taste bad, so predators won’t eat them. And their numbers continue to grow. Because of its wretched appearance, most people pay it no attention, but there are some who collect Feebas—and Feebas alone! Although unattractive and unpopular, this Pokémon’s marvelous vitality has made it a subject of research. It is a shabby and ugly Pokémon. However, it is very hardy and can survive on little water."
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,50.0,350,100,125,81,water,,162.0,3,0,,"While Milotic is said to be the most beautiful Pokémon, Trainers who like Feebas and have raised it are seemingly disappointed by Milotic. Its dwelling place is the bottom of big lakes. Those who behold its loveliness are said to have their hearts purified. Milotic has provided inspiration to many artists. It has even been referred to as the most beautiful Pokémon of all. It’s said that a glimpse of a Milotic and its beauty will calm any hostile emotions you’re feeling."
Castform,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,6400,70,420,45,Weather Pokémon,70,1000000,0.3,70,Powalenポワルン,50.0,351,70,70,70,normal,,0.8,3,0,,"It changes its form depending on the weather. Changes in the temperature or humidity appear to affect its cellular structure. Its form changes on its own, due to its cells’ sensitive reactions to temperature and humidity. Although its form changes with the weather, that is apparently the result of a chemical reaction and not the result of its own free will. Its form changes depending on the weather. The rougher conditions get, the rougher Castform’s disposition!"
Kecleon,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90,5120,70,440,200,Color Swap Pokémon,70,1059860,1.0,60,Kakureonカクレオン,50.0,352,60,120,40,normal,,22.0,3,0,,"Kecleon is capable of changing its body colors at will to blend in with its surroundings. There is one exception—this Pokémon can’t change the zigzag pattern on its belly. Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target. It changes its hue to blend into its surroundings. If no one takes notice of it for too long, it will pout and never reveal itself. Its color changes for concealment and also when its mood or health changes. The darker the color, the healthier it is."
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,75,6400,35,295,225,Puppet Pokémon,35,800000,0.6,44,Kagebouzuカゲボウズ,50.0,353,63,33,45,ghost,,2.3,3,0,,"Shuppet is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this Pokémon will appear in a swarm and line up beneath the eaves of that person’s home. Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people. It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence. There’s a proverb that says, “Shun the house where Shuppet gather in the growing dusk.”"
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,165,6400,35,555,45,Marionette Pokémon,75,800000,1.1,64,Juppetaジュペッタ,50.0,354,93,83,75,ghost,,12.5,3,0,,"Banette generates energy for laying strong curses by sticking pins into its own body. This Pokémon was originally a pitiful plush doll that was thrown away. A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth. It’s a stuffed toy that was thrown away and became possessed, ever searching for the one who threw it away so it can exact its revenge. Resentment at being cast off made it spring into being. Some say that treating it well will satisfy it, and it will once more become a stuffed toy."
Duskull,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,40,6400,35,295,190,Requiem Pokémon,90,800000,0.8,20,Yomawaruヨマワル,50.0,355,30,90,25,ghost,,15.0,3,0,,"Duskull can pass through any wall no matter how thick it may be. Once this Pokémon chooses a target, it will doggedly pursue the intended victim until the break of dawn. Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers. If it finds bad children who won’t listen to their parents, it will spirit them away—or so it’s said. Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls."
Dusclops,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,70,6400,35,455,90,Beckon Pokémon,130,800000,1.6,40,Samayouruサマヨール,50.0,356,60,130,25,ghost,,30.6,3,0,,"Dusclops’s body is completely hollow—there is nothing at all inside. It is said that its body is like a black hole. This Pokémon will absorb anything into its body, but nothing will ever come back out. Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding. Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole. It seeks drifting will-o’-the-wisps and sucks them into its empty body. What happens inside is a mystery."
Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,68,6400,70,460,200,Fruit Pokémon,83,1250000,2.0,99,Tropiusトロピウス,50.0,357,72,87,51,grass,flying,100.0,3,0,,"The bunches of fruit around Tropius’s neck are very popular with children. This Pokémon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit. Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings. The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions. Bunches of delicious fruit grow around its neck. In warm areas, many ranches raise Tropius."
Chimecho,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,50,6400,70,455,45,Wind Chime Pokémon,80,800000,0.6,75,Chireanチリーン,50.0,358,95,90,65,psychic,,1.0,3,0,,"It uses the sucker on its head to hang from a tree or from eaves. It can produce seven different tones. Emitting ultrasonic cries, it floats on winds to travel great distances. Chimecho makes its cries echo inside its hollow body. When this Pokémon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying. In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them."
Absol,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,50.0,359,115,60,115,dark,,47.0,3,0,,"The only thing unlucky about Absol is its appearance. It protects fields and warns people of disaster, so one ought to be grateful for it. The elderly call it the disaster Pokémon and detest it, but interest in its power to predict disasters is on the rise. Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters. Because of this Pokémon’s ability to detect danger, people mistook Absol as a bringer of doom."
Wynaut,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,23,5120,70,260,125,Bright Pokémon,48,1000000,0.6,95,Sohnanoソーナノ,50.0,360,23,48,23,psychic,,14.0,3,0,,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokémon will be slapping the ground with its tail. Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks. It tends to move in a pack. Individuals squash against one another to toughen their spirits. It tends to move in a pack with others. They cluster in a tight group to sleep in a cave."
Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,5120,70,300,190,Snow Hat Pokémon,50,1000000,0.7,50,Yukiwarashiユキワラシ,50.0,361,50,50,50,ice,,16.8,3,0,,"It feeds mainly on ice and snow. It’s only able to survive in a limited number of places in the warm Alola region. Rich people from cold areas all share childhood memories of playing with Snorunt. It’s said that if they are seen at midnight, they’ll cause heavy snow. They eat snow and ice to survive. It can only survive in cold areas. It bounces happily around, even in environments as cold as −150 degrees Fahrenheit."
Glalie,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,120,5120,70,580,75,Face Pokémon,80,1000000,1.5,80,Onigohriオニゴーリ,50.0,362,120,80,100,ice,,256.5,3,0,,"It freezes its prey and chews them whole. However, it prefers to eat Pokémon like Vanillite that are already frozen. Its actual body is a rock that isn’t particularly hard. Glalie absorbs moisture from the air and drapes itself in an armor of ice. It has a body of ice that won’t melt, even with fire. It can instantly freeze moisture in the atmosphere. It can instantly freeze moisture in the atmosphere. It uses this power to freeze its foes."
Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,40,5120,70,290,255,Clap Pokémon,50,1059860,0.8,70,Tamazarashiタマザラシ,50.0,363,55,50,25,ice,water,39.5,3,0,,"Spheal is much faster rolling than walking to get around. When groups of this Pokémon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy. Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea. This Pokémon’s body is covered in blubber and impressively round. It’s faster for Spheal to roll around than walk. As it drifts among the waves, Spheal probes the sea. As soon as it spots prey, it informs the Walrein in its herd."
Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,60,5120,70,410,120,Ball Roll Pokémon,70,1059860,1.1,90,Todogglerトドグラー,50.0,364,75,70,45,ice,water,87.6,3,0,,"Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokémon occasionally entertains itself by balancing and rolling a Spheal on its nose. Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not. Sealeo live on top of drift ice. They go swimming when they’re on the hunt, seeking out their prey by scent. This Pokémon has a habit of spinning round things on its nose, whether those things are Poké Balls or Spheal."
Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,Todoserugaトドゼルガ,50.0,365,95,90,65,ice,water,150.6,3,0,,"Walrein’s two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokémon’s thick coat of blubber insulates it from subzero temperatures. Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly. Walrein form herds of 20 to 30 individuals. When a threat appears, the herd’s leader will protect the group with its life. Walrein’s tusks keep growing throughout its life. Tusks broken in battle will grow back to their usual impressive size in a year."
Clamperl,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,64,5120,70,345,255,Bivalve Pokémon,85,600000,0.4,35,Pearluluパールル,50.0,366,74,55,32,water,,52.5,3,0,,"Clamperl’s sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl’s shell will be scored with nicks and scratches all over. Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution. Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving. Clamperl’s pearls are exceedingly precious. They can be more than 10 times as costly as Shellder’s pearls."
Huntail,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,104,5120,70,485,60,Deep Sea Pokémon,105,600000,1.7,55,Huntailハンテール,50.0,367,94,75,52,water,,27.0,3,0,,"Huntail’s presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokémon’s eyes can see clearly even in the murky dark depths of the ocean. Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake. It’s not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close. Deep seas are their habitat. According to tradition, when Huntail wash up onshore, something unfortunate will happen."
Gorebyss,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,84,5120,70,485,60,South Sea Pokémon,105,600000,1.8,55,Sakurabyssサクラビス,50.0,368,114,75,52,water,,22.6,3,0,,"Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokémon’s body is unharmed by ordinary attacks. Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids. The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid. It sucks bodily fluids out of its prey. The leftover meat sinks to the seafloor, where it becomes food for other Pokémon."
Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,10240,70,485,25,Longevity Pokémon,130,1250000,1.0,100,Glanthジーランス,88.1,369,45,65,55,water,rock,23.4,3,0,,"Thought to have gone extinct, Relicanth was given a name that is a variation of the name of the person who discovered it. The reason it hasn’t changed at all in a hundred million years is that it’s apparently already a perfect life-form. Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea. This Pokémon was discovered during deep-sea exploration. Its appearance hasn’t changed in 100,000,000 years, so it’s called a living fossil."
Luvdisc,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30,5120,70,330,225,Rendezvous Pokémon,55,800000,0.6,43,Lovecusラブカス,24.6,370,40,65,97,water,,8.7,3,0,,"If a Luvdisc is left on its own, it becomes despondent, leaving itself open to attack. That is when Pelipper snatch them up. Loving couples have a soft spot for this Pokémon, so honeymoon hotels often release this Pokémon into their pools. There was an era when it was overfished due to the rumor that having one of its heart-shaped scales would enable you to find a sweetheart. Luvdisc makes its home in coral reefs in warm seas. It especially likes sleeping in the space between Corsola’s branches."
Bagon,"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,75,10240,35,300,45,Rock Head Pokémon,60,1250000,0.6,45,Tatsubayタツベイ,50.0,371,40,30,50,dragon,,42.1,3,0,,"Whenever it sees bird Pokémon flying through the sky, it becomes envious and smashes its surroundings to bits with headbutts. Some theories suggest that its behavior of forcefully bashing its head into things stimulates cells that affect its evolution. Bagon jumps off cliffs every day, trying to grow stronger so that someday it will be able to fly. Bagon is a solitary Pokémon that doesn’t form groups with others of its kind. It also has a head hard enough to cleave a boulder in one strike."
Shelgon,"['Rock Head', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,95,10240,35,420,45,Endurance Pokémon,100,1250000,1.1,65,Komoruuコモルー,50.0,372,60,50,50,dragon,,110.5,3,0,,"The cells within its body are changing at a bewildering pace. Its hard shell is made from the same substance as bone. Shelgon lives deep within caves. It stays shut up in its hard shell, dreaming of the day it will be able to fly. This Pokémon has covered its body in a hard shell that has the same composition as bone. Shelgon stores energy for evolution. Shelgon ignores its hunger entirely, never eating any food. Apparently, Shelgon will evolve once all its energy stores are used up."
Salamence,"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,10240,35,700,45,Dragon Pokémon,130,1250000,1.5,95,Bohmanderボーマンダ,50.0,373,120,90,120,dragon,flying,102.6,3,0,,"Overjoyed at finally being able to fly, it flies all over the place and usually doesn’t land until it’s completely exhausted and needs to sleep. Thanks to its fervent wishes, the cells in its body finally mutated, and at last it has its heart’s desire—wings. Salamence is an unusual Pokémon in that it was able to evolve a body with wings just by constantly wishing to be able to fly. While basking in the joy of flight generally keeps this Pokémon in high spirits, Salamence turns into an uncontrollable menace if something angers it."
